time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-19T18:27:41.750Z,38.836834,-122.8056641,1.09,1.01,md,15,105,0.01207,0.02,nc,nc72468926,2015-06-19T18:29:16.160Z,"7km WNW of Cobb, California",earthquake
2015-06-19T18:27:10.270Z,38.836834,-122.805336,1.18,1.01,md,12,113,0.01181,0.02,nc,nc72468911,2015-06-19T18:28:46.110Z,"7km WNW of Cobb, California",earthquake
2015-06-19T18:27:02.630Z,38.8366667,-122.8066667,1.38,0.95,md,11,60,0.01287,0.01,nc,nc72468906,2015-06-20T05:48:19.470Z,"7km WNW of Cobb, California",earthquake
2015-06-19T18:21:16.344Z,39.2696,-120.1429,8.8178,0.3,ml,6,132.82,0.063,0.0965,nn,nn00499302,2015-06-19T22:16:05.580Z,"7km SSE of Truckee, California",earthquake
2015-06-19T18:16:32.770Z,33.0541667,-114.9805,0.023,1.51,ml,10,87,0.08175,0.26,ci,ci37404080,2015-06-19T18:57:33.825Z,"46km NNW of Los Algodones, B.C., MX",quarry blast
2015-06-19T18:14:49.270Z,40.549,-121.7381667,8.67,0.51,md,7,190,0.1209,0.1,nc,nc72468886,2015-06-19T18:45:50.210Z,"14km ENE of Shingletown, California",earthquake
2015-06-19T17:55:29.130Z,36.0205,-117.8128333,0.016,-0.01,ml,9,135,0.03885,0.17,ci,ci37404048,2015-06-19T18:55:10.678Z,"12km ESE of Coso Junction, California",earthquake
2015-06-19T17:51:35.000Z,60.2409,-152.2796,35.3,1.5,ml,,,,1.83,ak,ak11629628,2015-06-19T18:24:17.929Z,"37km SE of Redoubt Volcano, Alaska",earthquake
2015-06-19T17:42:54.860Z,37.3204994,-122.105835,0.02,1.75,md,11,80,0.01708,0.35,nc,nc72468876,2015-06-19T17:44:30.790Z,"3km S of Loyola, California",earthquake
2015-06-19T17:21:15.740Z,38.8098335,-122.8271637,3.49,0.92,md,16,112,0.01462,0.02,nc,nc72468856,2015-06-19T17:24:30.680Z,"7km WNW of The Geysers, California",earthquake
2015-06-19T17:17:24.340Z,48.482,-122.7623333,27.49,1.01,md,9,75,0.2026,0.19,uw,uw61041976,2015-06-19T23:39:02.830Z,"11km WSW of Anacortes, Washington",earthquake
2015-06-19T17:09:50.000Z,58.0774,-142.6726,7.7,2.2,ml,,,,0.49,ak,ak11629625,2015-06-20T01:12:25.013Z,"221km S of Cape Yakataga, Alaska",earthquake
2015-06-19T16:57:29.480Z,38.793335,-122.7583313,1.98,1.04,md,16,75,0.01967,0.03,nc,nc72468846,2015-06-19T16:59:05.520Z,"1km N of The Geysers, California",earthquake
2015-06-19T16:38:43.030Z,47.6941667,-120.0276667,7.05,0.66,md,5,163,0.04917,0.04,uw,uw61041946,2015-06-19T16:48:35.540Z,"6km NNE of Waterville, Washington",earthquake
2015-06-19T16:28:08.750Z,36.0263333,-117.8166667,3.126,0.13,ml,10,107,0.04169,0.13,ci,ci37403984,2015-06-19T18:49:04.367Z,"12km E of Coso Junction, California",earthquake
2015-06-19T16:26:21.000Z,62.3853,-151.2762,92.2,1.9,ml,,,,0.47,ak,ak11629620,2015-06-19T16:52:45.636Z,"60km W of Talkeetna, Alaska",earthquake
2015-06-19T16:25:55.827Z,37.2776,-116.0203,0,0.11,ml,7,253.3,0.092,0.0931,nn,nn00499278,2015-06-19T18:40:18.759Z,"76km W of Alamo, Nevada",earthquake
2015-06-19T16:21:39.060Z,35.0513333,-118.3541667,0.017,1.29,ml,13,80,0.06147,0.09,ci,ci37403976,2015-06-19T18:50:44.636Z,"12km SE of Tehachapi, California",quarry blast
2015-06-19T16:02:33.860Z,37.9571667,-121.8798333,12.11,1.9,md,24,102,0.01174,0.13,nc,nc72468771,2015-06-20T01:39:39.387Z,"5km ENE of Clayton, California",earthquake
2015-06-19T15:51:48.290Z,39.5555,-123.3601667,8.12,1.91,md,21,83,0.09724,0.04,nc,nc72468761,2015-06-19T16:41:53.240Z,"12km N of Brooktrails, California",earthquake
2015-06-19T15:47:58.360Z,38.8348351,-122.7928314,2.33,0.76,md,14,53,0.004063,0.02,nc,nc72468751,2015-06-19T15:49:36.000Z,"6km WNW of Cobb, California",earthquake
2015-06-19T15:36:36.500Z,34.2211667,-117.4686667,8.475,0.74,ml,15,66,0.02969,0.07,ci,ci37403912,2015-06-19T20:20:36.422Z,"5km SSE of Lytle Creek, California",earthquake
2015-06-19T15:34:06.180Z,38.8375015,-122.8040009,2.61,0.69,md,11,62,0.0107,0.02,nc,nc72468746,2015-06-19T15:35:40.890Z,"7km WNW of Cobb, California",earthquake
2015-06-19T15:31:03.840Z,33.2691667,-116.7725,11.998,0.63,ml,15,109,0.03504,0.15,ci,ci37403904,2015-06-19T16:23:42.136Z,"3km NNW of Lake Henshaw, California",earthquake
2015-06-19T15:26:29.330Z,-19.3339,-173.6772,106.41,4.8,mb,,101,3.553,0.77,us,us10002k9x,2015-06-19T23:29:01.551Z,"82km SSE of Neiafu, Tonga",earthquake
2015-06-19T15:03:42.000Z,62.0586,-145.7002,23.9,1.8,ml,,,,0.85,ak,ak11629583,2015-06-19T15:36:35.576Z,"9km SW of Glennallen, Alaska",earthquake
2015-06-19T14:54:24.930Z,38.8348351,-122.8454971,3.83,0.45,md,7,83,0.01149,0.02,nc,nc72468741,2015-06-19T14:55:59.570Z,"10km W of Cobb, California",earthquake
2015-06-19T14:45:56.000Z,61.5759,-146.5408,20,0.9,ml,,,,0.56,ak,ak11629580,2015-06-19T16:52:44.781Z,"50km NNW of Valdez, Alaska",earthquake
2015-06-19T14:39:30.000Z,60.0154,-140.9483,5,1.2,ml,,,,0.59,ak,ak11629574,2015-06-19T15:14:37.987Z,"82km E of Cape Yakataga, Alaska",earthquake
2015-06-19T14:39:25.690Z,38.8168335,-122.7623367,2.53,0.65,md,12,117,0.01477,0.01,nc,nc72468731,2015-06-19T14:40:59.460Z,"3km W of Cobb, California",earthquake
2015-06-19T14:38:13.000Z,63.0133,-150.8353,101.1,1.2,ml,,,,0.55,ak,ak11629576,2015-06-19T15:14:38.877Z,"85km NNW of Talkeetna, Alaska",earthquake
2015-06-19T14:18:04.000Z,64.6701,-148.4584,12.5,0.9,ml,,,,0.89,ak,ak11629572,2015-06-19T14:48:16.534Z,"28km SW of Ester, Alaska",earthquake
2015-06-19T14:00:51.450Z,36.4331667,-117.0041667,3.562,2.27,ml,33,44,0.1186,0.21,ci,ci37403760,2015-06-19T17:59:39.848Z,"14km W of Furnace Creek, California",earthquake
2015-06-19T13:57:54.970Z,38.838501,-122.8388367,2.75,0.81,md,17,56,0.002617,0.02,nc,nc72468726,2015-06-19T13:59:30.190Z,"9km NW of The Geysers, California",earthquake
2015-06-19T13:43:42.290Z,37.3216667,-121.6905,7.8,2.12,md,76,39,0.04309,0.04,nc,nc72468721,2015-06-20T08:56:38.894Z,"13km ESE of Alum Rock, California",earthquake
2015-06-19T13:22:07.230Z,38.8068352,-122.7904968,1.77,1.63,md,30,36,0.003922,0.03,nc,nc72468716,2015-06-19T13:23:43.870Z,"4km NW of The Geysers, California",earthquake
2015-06-19T13:16:07.630Z,36.2885,-97.5369,5,3,mb_lg,,87,0.419,0.34,us,us10002k7v,2015-06-20T06:10:13.179Z,"22km W of Perry, Oklahoma",earthquake
2015-06-19T13:07:10.240Z,33.939,-117.1848333,14.632,1.2,ml,19,60,0.01305,0.2,ci,ci37403720,2015-06-19T17:32:11.125Z,"4km ENE of Moreno Valley, California",earthquake
2015-06-19T13:06:41.200Z,38.8231659,-122.7669983,3.27,0.53,md,10,79,0.007641,0.02,nc,nc72468711,2015-06-19T13:08:13.750Z,"3km W of Cobb, California",earthquake
2015-06-19T13:06:35.050Z,4.0656,126.8099,59.27,4.6,mb,,112,3.318,0.97,us,us10002k7u,2015-06-19T21:09:09.757Z,"210km SE of Sarangani, Philippines",earthquake
2015-06-19T13:03:39.090Z,38.7981682,-122.7588348,2.86,1,md,15,68,0.02282,0.02,nc,nc72468706,2015-06-19T13:05:13.760Z,"2km N of The Geysers, California",earthquake
2015-06-19T12:55:28.970Z,48.4965,-122.7698333,28.818,1.32,md,22,53,0.1874,0.2,uw,uw61030032,2015-06-19T16:43:41.080Z,"11km W of Anacortes, Washington",earthquake
2015-06-19T12:45:03.320Z,33.5485,-116.617,15.141,0.42,ml,16,85,0.004819,0.15,ci,ci37403704,2015-06-19T17:32:29.027Z,"5km E of Anza, California",earthquake
2015-06-19T12:42:21.000Z,61.194,-152.4951,19.3,0.8,ml,,,,0.36,ak,ak11629543,2015-06-19T13:14:35.171Z,"80km N of Redoubt Volcano, Alaska",earthquake
2015-06-19T12:30:17.130Z,29.2639,130.4331,31.43,4.7,mb,,128,2.238,0.63,us,us10002k7n,2015-06-19T20:32:52.799Z,"135km NE of Naze, Japan",earthquake
2015-06-19T12:18:18.230Z,38.8336678,-122.7711639,2.35,0.77,md,10,80,0.003338,0.01,nc,nc72468696,2015-06-19T12:19:54.560Z,"4km WNW of Cobb, California",earthquake
2015-06-19T12:14:26.040Z,36.0106667,-120.5731667,2.89,1.26,md,41,79,0.02967,0.07,nc,nc72468691,2015-06-19T16:35:27.560Z,"23km SW of Coalinga, California",earthquake
2015-06-19T12:10:21.902Z,37.2391,-117.5057,7.3556,0.58,ml,8,179.13,0.112,0.1348,nn,nn00499256,2015-06-19T13:46:40.906Z,"57km SSW of Goldfield, Nevada",earthquake
2015-06-19T12:07:01.950Z,40.5546667,-123.6785,24.51,1.85,md,19,67,0.1105,0.08,nc,nc72468686,2015-06-20T04:32:34.550Z,"35km E of Hydesville, California",earthquake
2015-06-19T12:01:04.620Z,37.251,-117.5028,7.5237,0.71,ml,12,185.78,0.116,0.1491,nn,nn00499249,2015-06-19T13:17:55.825Z,"56km SSW of Goldfield, Nevada",earthquake
2015-06-19T11:56:53.000Z,63.9469,-148.9276,114.9,0.8,ml,,,,1.7,ak,ak11629540,2015-06-19T12:27:08.279Z,"10km N of Healy, Alaska",earthquake
2015-06-19T11:43:22.270Z,38.8163338,-122.821167,2.19,1.05,md,17,90,0.009734,0.03,nc,nc72468676,2015-06-19T11:44:59.170Z,"7km NW of The Geysers, California",earthquake
2015-06-19T11:41:49.710Z,34.257,-119.3706667,9.539,1.67,ml,17,186,0.1518,0.3,ci,ci37403680,2015-06-19T18:56:12.946Z,"13km W of Ventura, California",earthquake
2015-06-19T11:37:39.040Z,33.874,-116.8518333,15.744,0.64,ml,32,40,0.06065,0.13,ci,ci37403672,2015-06-19T17:50:28.640Z,"6km SSE of Banning, California",earthquake
2015-06-19T11:22:36.000Z,60.4137,-147.1879,14.4,1.7,ml,,,,1.19,ak,ak11629517,2015-06-19T11:41:27.088Z,"79km W of Cordova, Alaska",earthquake
2015-06-19T11:17:04.000Z,61.5878,-149.863,30.4,1.6,ml,,,,0.86,ak,ak11629515,2015-06-19T11:41:26.279Z,"5km SSW of Houston, Alaska",earthquake
2015-06-19T10:49:21.050Z,20.148,-155.681,24.16,1.89,md,12,169,0.09335,0.12,hv,hv60963531,2015-06-19T16:51:01.340Z,"13km N of Waimea, Hawaii",earthquake
2015-06-19T10:48:54.030Z,38.8121681,-122.8238297,2.89,1.69,md,27,80,0.005322,0.04,nc,nc72468666,2015-06-19T10:50:29.750Z,"7km WNW of The Geysers, California",earthquake
2015-06-19T10:24:50.607Z,37.8362,-115.6187,6.8506,0.84,ml,9,130.62,0.514,0.1153,nn,nn00499248,2015-06-19T19:19:33.719Z,"65km NW of Alamo, Nevada",earthquake
2015-06-19T10:15:27.000Z,60.4164,-147.7293,12.6,1.2,ml,,,,0.59,ak,ak11629514,2015-06-19T17:19:13.883Z,"65km SE of Whittier, Alaska",earthquake
2015-06-19T10:09:23.510Z,19.4103336,-155.2698364,11.33,1.34,md,14,89,0.01531,0.18,hv,hv60963516,2015-06-19T18:18:46.780Z,"4km SW of Volcano, Hawaii",earthquake
2015-06-19T10:00:46.000Z,64.6549,-149.3212,15.4,1.2,ml,,,,0.41,ak,ak11629511,2015-06-19T10:31:56.253Z,"13km NW of North Nenana, Alaska",earthquake
2015-06-19T09:56:17.000Z,62.2539,-148.4714,24.3,2.3,ml,,,,0.51,ak,ak11629488,2015-06-19T10:31:55.344Z,"54km NNE of Sutton-Alpine, Alaska",earthquake
2015-06-19T09:41:50.030Z,37.6355,-118.908,2.59,0.21,md,7,117,0.01024,0.01,nc,nc72468661,2015-06-19T16:30:50.660Z,"5km ESE of Mammoth Lakes, California",earthquake
2015-06-19T08:52:11.728Z,37.1595,-117.2613,10.6618,-0.3,ml,7,168.33,0.255,0.0278,nn,nn00499254,2015-06-19T13:08:26.830Z,"52km WNW of Beatty, Nevada",earthquake
2015-06-19T08:46:25.560Z,38.807,-122.8233333,2.99,0.94,md,25,118,0.004933,0.04,nc,nc72468651,2015-06-19T14:04:55.230Z,"6km WNW of The Geysers, California",earthquake
2015-06-19T08:33:25.870Z,33.3533333,-116.3971667,13.224,0.53,ml,23,180,0.08654,0.18,ci,ci37403648,2015-06-19T17:32:32.683Z,"11km N of Borrego Springs, California",earthquake
2015-06-19T08:26:50.290Z,33.698,-116.806,16.711,0.44,ml,21,85,0.07626,0.1,ci,ci37403640,2015-06-19T17:32:50.455Z,"9km WSW of Idyllwild, California",earthquake
2015-06-19T08:26:24.590Z,48.0276667,-122.663,28.58,1.05,md,7,233,0.3148,0.15,uw,uw61030007,2015-06-19T16:45:27.300Z,"9km E of Port Hadlock-Irondale, Washington",earthquake
2015-06-19T08:22:04.500Z,33.5083333,-116.4656667,9.628,0.37,ml,18,124,0.1032,0.13,ci,ci37403632,2015-06-19T18:04:30.146Z,"20km ESE of Anza, California",earthquake
2015-06-19T08:09:53.540Z,26.9338,143.8314,10,5.3,mb,,121,1.478,0.78,us,us10002k6u,2015-06-19T16:12:35.016Z,"161km E of Chichi-shima, Japan",earthquake
2015-06-19T07:54:33.000Z,63.6078,-147.8694,9,3.1,ml,,,,0.83,ak,ak11629454,2015-06-19T15:57:01.568Z,"59km ENE of Cantwell, Alaska",earthquake
2015-06-19T07:40:02.000Z,64.8386,-148.7583,10.4,0.3,ml,,,,0.23,ak,ak11629451,2015-06-19T08:13:00.237Z,"33km NNE of North Nenana, Alaska",earthquake
2015-06-19T07:26:53.210Z,19.2913333,-155.3851667,3.45,1.13,md,30,100,0.04184,0.1,hv,hv60963476,2015-06-19T16:35:17.990Z,"13km NE of Pahala, Hawaii",earthquake
2015-06-19T07:20:55.335Z,37.1562,-117.5973,8.2534,0.31,ml,6,179.68,0.086,0.0726,nn,nn00499253,2015-06-19T13:05:01.048Z,"61km E of Big Pine, California",earthquake
2015-06-19T07:17:27.402Z,37.1676,-117.5866,7.8998,0.28,ml,5,192.08,0.081,0.1247,nn,nn00499252,2015-06-19T13:04:47.951Z,"62km E of Big Pine, California",earthquake
2015-06-19T07:12:05.970Z,47.6975,-120.0306667,7.57,1.91,ml,14,64,0.05101,0.09,uw,uw61029997,2015-06-19T16:38:40.781Z,"6km NNE of Waterville, Washington",earthquake
2015-06-19T06:54:48.970Z,37.5238333,-118.7923333,6.64,0.51,md,16,157,0.07225,0.04,nc,nc72468631,2015-06-19T16:19:17.280Z,"21km SE of Mammoth Lakes, California",earthquake
2015-06-19T06:52:23.000Z,62.07,-151.4327,80.6,1.3,ml,,,,0.64,ak,ak11629448,2015-06-19T07:23:23.452Z,"74km WSW of Talkeetna, Alaska",earthquake
2015-06-19T06:51:29.160Z,33.3348333,-116.347,11.589,0.69,ml,15,198,0.08871,0.18,ci,ci37403624,2015-06-19T17:33:08.112Z,"9km NNE of Borrego Springs, California",earthquake
2015-06-19T06:32:17.000Z,60.4498,-145.0618,19.7,1.8,ml,,,,1.02,ak,ak11629445,2015-06-19T06:59:56.174Z,"39km ESE of Cordova, Alaska",earthquake
2015-06-19T06:17:24.000Z,64.4608,-147.7603,15.3,1.1,ml,,,,0.76,ak,ak11629443,2015-06-19T06:34:43.529Z,"37km SSW of North Pole, Alaska",earthquake
2015-06-19T06:16:35.060Z,33.2381667,-116.7645,12.265,0.5,ml,17,78,0.005282,0.16,ci,ci37403608,2015-06-19T17:33:11.118Z,"0km SSW of Lake Henshaw, California",earthquake
2015-06-19T06:05:17.400Z,18.6646,-66.6075,27,2.8,Md,6,273.6,0.34495307,0.3,pr,pr15170000,2015-06-19T14:07:45.547Z,"23km N of Garrochales, Puerto Rico",earthquake
2015-06-19T06:03:23.000Z,61.3073,-152.3968,0,0.9,ml,,,,0.61,ak,ak11629441,2015-06-19T06:34:42.735Z,"91km NW of Nikiski, Alaska",earthquake
2015-06-19T05:55:54.130Z,34.25,-116.1238333,4.504,1.46,ml,28,86,0.07274,0.22,ci,ci37403600,2015-06-19T17:33:28.740Z,"13km NNW of Twentynine Palms, California",earthquake
2015-06-19T05:46:07.980Z,37.616,-118.8545,5.62,0.37,md,15,122,0.007347,0.03,nc,nc72468616,2015-06-19T16:13:45.940Z,"10km ESE of Mammoth Lakes, California",earthquake
2015-06-19T05:32:26.460Z,38.8453331,-122.8270035,2.2,0.18,md,6,138,0.009447,0.01,nc,nc72468611,2015-06-19T05:33:59.470Z,"9km WNW of Cobb, California",earthquake
2015-06-19T05:24:44.580Z,37.6173333,-118.8556667,5.7,0.36,md,14,122,0.006018,0.03,nc,nc72468606,2015-06-19T16:08:44.760Z,"10km ESE of Mammoth Lakes, California",earthquake
2015-06-19T05:12:02.000Z,62.91,-151.2096,118.3,2,ml,,,,0.53,ak,ak11629425,2015-06-19T05:34:20.004Z,"86km NW of Talkeetna, Alaska",earthquake
2015-06-19T05:11:05.570Z,33.2698333,-116.77,12.613,0.59,ml,27,109,0.03505,0.16,ci,ci37403592,2015-06-19T18:13:38.869Z,"3km NNW of Lake Henshaw, California",earthquake
2015-06-19T05:01:56.000Z,63.0119,-149.617,79.3,1.1,ml,,,,0.25,ak,ak11629424,2015-06-19T05:34:21.377Z,"53km SW of Cantwell, Alaska",earthquake
2015-06-19T04:33:33.364Z,37.4148,-117.0722,12.4224,0.76,ml,10,214.85,0.389,0.2175,nn,nn00499238,2015-06-19T07:31:54.551Z,"35km SSE of Goldfield, Nevada",earthquake
2015-06-19T04:26:09.720Z,38.8113327,-122.8270035,2.5,0.43,md,12,75,0.002991,0.01,nc,nc72468601,2015-06-19T04:27:44.000Z,"7km WNW of The Geysers, California",earthquake
2015-06-19T04:23:10.096Z,37.4079,-117.0896,14.5662,0.83,ml,11,215.95,0.394,0.1081,nn,nn00499237,2015-06-19T17:14:03.622Z,"35km SSE of Goldfield, Nevada",earthquake
2015-06-19T04:21:33.130Z,38.831665,-122.7574997,0.85,1.33,md,9,110,0.01727,0.02,nc,nc72468591,2015-06-19T04:23:08.930Z,"3km WNW of Cobb, California",earthquake
2015-06-19T04:19:51.680Z,38.8284988,-122.7570038,0.96,0.85,md,9,86,0.008578,0.03,nc,nc72468586,2015-06-19T04:21:28.940Z,"3km WNW of Cobb, California",earthquake
2015-06-19T04:18:38.780Z,38.8266678,-122.7561646,0.98,1.19,md,13,80,0.01052,0.04,nc,nc72468581,2015-06-19T04:20:13.930Z,"2km W of Cobb, California",earthquake
2015-06-19T04:18:18.040Z,38.8311653,-122.7576675,1.51,0.5,md,11,153,0.00589,0.02,nc,nc72468576,2015-06-19T04:19:53.930Z,"3km WNW of Cobb, California",earthquake
2015-06-19T04:17:59.500Z,38.8293333,-122.7555,0.99,0.78,md,16,120,0.008248,0.03,nc,nc72468571,2015-06-20T04:01:58.710Z,"2km WNW of Cobb, California",earthquake
2015-06-19T04:17:37.210Z,38.826,-122.7556667,0.79,2.2,md,73,48,0.01127,0.07,nc,nc72468566,2015-06-19T17:23:04.690Z,"2km W of Cobb, California",earthquake
2015-06-19T04:12:05.000Z,61.7761,-151.1729,86.7,1.5,ml,,,,0.4,ak,ak11629418,2015-06-19T04:46:28.871Z,"60km W of Willow, Alaska",earthquake
2015-06-19T03:46:33.360Z,44.7273333,-111.083,10.07,0.39,ml,9,157,0.063,0.16,uu,uu60114917,2015-06-19T14:53:21.850Z,"7km NNE of West Yellowstone, Montana",earthquake
2015-06-19T03:24:00.290Z,33.3388333,-116.1913333,5.602,1.15,ml,40,70,0.1477,0.17,ci,ci37403576,2015-06-19T18:21:51.340Z,"16km SSW of Oasis, California",earthquake
2015-06-19T03:18:58.380Z,44.5719,148.2461,69.06,4.7,mb,,139,4.508,0.83,us,us10002k5y,2015-06-19T11:21:24.965Z,"78km SSE of Kuril'sk, Russia",earthquake
2015-06-19T03:15:58.300Z,34.2066667,-117.5291667,6.011,0.96,ml,15,70,0.02386,0.15,ci,ci37403568,2015-06-19T17:33:46.697Z,"6km SSW of Lytle Creek, California",earthquake
2015-06-19T03:09:46.000Z,59.906,-152.2404,49.5,1.9,ml,,,,0.34,ak,ak11629394,2015-06-19T03:40:07.611Z,"27km WNW of Anchor Point, Alaska",earthquake
2015-06-19T03:08:44.700Z,38.8073349,-122.8131638,2.66,0.68,md,14,102,0.01261,0.02,nc,nc72468556,2015-06-19T03:10:17.510Z,"5km NW of The Geysers, California",earthquake
2015-06-19T03:08:28.000Z,57.1535,-154.6132,45.9,2.8,ml,,,,0.5,ak,ak11629395,2015-06-19T16:01:03.249Z,"57km SW of Larsen Bay, Alaska",earthquake
2015-06-19T03:07:26.140Z,36.2926,-97.546,5,2.9,mb_lg,,116,0.411,0.32,us,us10002k5v,2015-06-19T05:17:34.528Z,"23km W of Perry, Oklahoma",earthquake
2015-06-19T02:45:48.520Z,36.8453333,-121.5775,7.46,0.67,md,12,93,0.02109,0.12,nc,nc72468551,2015-06-19T03:20:44.360Z,"3km W of San Juan Bautista, California",earthquake
2015-06-19T02:42:36.000Z,63.1593,-150.4723,113.9,2,ml,,,,0.62,ak,ak11629387,2015-06-19T03:17:49.861Z,"80km WSW of Cantwell, Alaska",earthquake
2015-06-19T02:41:27.420Z,19.2936667,-155.3836667,3.3,1.05,md,31,100,0.03956,0.09,hv,hv60963271,2015-06-19T16:22:38.540Z,"14km NE of Pahala, Hawaii",earthquake
2015-06-19T02:40:08.880Z,33.1153333,-115.6028333,7.053,1.45,ml,23,98,0.06289,0.2,ci,ci37403552,2015-06-19T17:34:04.651Z,"8km W of Calipatria, California",earthquake
2015-06-19T02:39:33.060Z,39.9276667,-120.7643333,4.14,1.43,md,12,185,0.09421,0.05,nc,nc72468546,2015-06-19T07:15:03.290Z,"11km E of East Quincy, California",earthquake
2015-06-19T02:38:38.640Z,19.3833333,-155.6083333,6.38,1.32,md,28,72,0.02652,0.12,hv,hv60963266,2015-06-19T15:06:16.420Z,"23km NW of Pahala, Hawaii",earthquake
2015-06-19T02:24:38.000Z,63.2747,-150.5141,133.5,3.3,ml,,,,0.62,ak,ak11629374,2015-06-19T10:27:08.661Z,"79km W of Cantwell, Alaska",earthquake
2015-06-19T02:21:24.940Z,34.9211667,-116.9166667,2.501,2.62,ml,45,44,0.08021,0.14,ci,ci37403536,2015-06-19T18:34:08.710Z,"10km ENE of Barstow, California",earthquake
2015-06-19T02:18:37.540Z,34.9206667,-116.914,2.331,2.23,ml,34,58,0.08175,0.15,ci,ci37403528,2015-06-19T18:43:22.110Z,"10km ENE of Barstow, California",earthquake
2015-06-19T02:03:47.200Z,51.9024,-179.9834,110.45,4.7,mb,,130,0.69,1.41,us,us10002k5e,2015-06-19T10:06:21.668Z,"29km E of Semisopochnoi Island, Alaska",earthquake
2015-06-19T02:03:30.190Z,34.0195,-117.1926667,9.536,1.3,ml,38,46,0.06853,0.19,ci,ci37403520,2015-06-19T17:34:22.951Z,"4km SSW of Redlands, California",earthquake
2015-06-19T02:02:42.629Z,37.2618,-114.6429,1.7873,1.12,ml,7,153.97,0.356,0.1914,nn,nn00499224,2015-06-19T13:36:55.815Z,"40km SSW of Caliente, Nevada",earthquake
2015-06-19T01:58:55.540Z,38.7768326,-122.7529984,1.31,1.18,md,12,63,0.01169,0.03,nc,nc72468536,2015-06-19T02:00:32.000Z,"0km E of The Geysers, California",earthquake
2015-06-19T01:52:50.630Z,-4.4019,143.3275,122.07,4.5,mb,,83,4.663,0.81,us,us10002k58,2015-06-19T09:55:26.459Z,"56km ESE of Ambunti, Papua New Guinea",earthquake
2015-06-19T01:51:04.880Z,33.7836667,-115.7091667,7.721,1.64,ml,31,69,0.09604,0.18,ci,ci37403504,2015-06-19T17:35:14.110Z,"30km WNW of Desert Center, California",earthquake
2015-06-19T01:45:20.690Z,33.6641667,-116.6565,15.809,0.59,ml,19,111,0.06715,0.19,ci,ci37403496,2015-06-19T17:34:43.387Z,"10km SE of Idyllwild, California",earthquake
2015-06-19T01:39:00.740Z,19.4083328,-155.4766693,2.39,1.71,md,29,39,0.04048,0.32,hv,hv60963221,2015-06-19T01:42:07.140Z,"22km N of Pahala, Hawaii",earthquake
2015-06-19T01:37:19.640Z,46.1501667,-120.6966667,10.21,2.06,ml,6,129,0.1775,0.03,uw,uw61029912,2015-06-19T04:55:04.110Z,"37km NNE of Goldendale, Washington",earthquake
2015-06-19T01:33:40.790Z,45.316,-121.7978333,0.01,0.79,md,9,187,0.02671,0.24,uw,uw61029907,2015-06-19T03:01:33.940Z,"14km ESE of Mount Hood Village, Oregon",explosion
2015-06-19T01:14:30.040Z,33.5985,-116.8116667,9.858,0.29,ml,17,136,0.03999,0.11,ci,ci37403488,2015-06-19T18:48:29.310Z,"14km WNW of Anza, California",earthquake
2015-06-19T01:14:10.410Z,36.9576667,-120.2741667,7.17,2.01,md,43,65,0.3426,0.13,nc,nc72468521,2015-06-19T03:14:05.015Z,"15km SSW of Fairmead, California",earthquake
2015-06-19T01:13:05.870Z,38.8046684,-122.8178329,3.47,1.35,md,25,128,0.009806,0.02,nc,nc72468516,2015-06-19T01:14:41.650Z,"6km WNW of The Geysers, California",earthquake
2015-06-19T01:06:30.887Z,41.8704,-119.6322,9.7396,1.58,ml,5,221.59,0.147,0.084,nn,nn00499223,2015-06-19T04:59:47.930Z,"72km SE of Lakeview, Oregon",earthquake
2015-06-19T00:57:27.890Z,38.8051682,-122.8181686,3.63,0.59,md,7,118,0.009362,0.01,nc,nc72468511,2015-06-19T00:59:02.560Z,"6km WNW of The Geysers, California",earthquake
2015-06-19T00:56:06.080Z,38.8045006,-122.8178329,3.5,1.21,md,16,132,0.009879,0.02,nc,nc72468506,2015-06-19T00:57:42.550Z,"6km WNW of The Geysers, California",earthquake
2015-06-19T00:55:43.260Z,38.8053322,-122.8176651,3.44,0.79,md,19,109,0.009663,0.02,nc,nc72468501,2015-06-19T00:57:17.520Z,"6km WNW of The Geysers, California",earthquake
2015-06-19T00:55:32.300Z,38.8050003,-122.8180008,3.45,1.39,md,28,109,0.009549,0.02,nc,nc72468496,2015-06-19T00:57:07.500Z,"6km WNW of The Geysers, California",earthquake
2015-06-19T00:45:56.000Z,60.2845,-147.2227,10.1,2.2,ml,,,,1.01,ak,ak11629339,2015-06-19T01:12:52.170Z,"85km WSW of Cordova, Alaska",earthquake
2015-06-19T00:45:17.000Z,60.2274,-141.2531,18.2,0.5,ml,,,,0.64,ak,ak11629342,2015-06-19T01:12:52.961Z,"67km ENE of Cape Yakataga, Alaska",earthquake
2015-06-19T00:37:33.090Z,33.8885,-116.2091667,10.114,1.16,ml,38,57,0.04736,0.13,ci,ci37403472,2015-06-19T19:06:50.610Z,"18km ENE of Thousand Palms, California",earthquake
2015-06-19T00:35:59.660Z,38.9315,-122.1863333,5.8,1.5,md,8,141,0.1534,0.21,nc,nc72468486,2015-06-19T03:08:11.060Z,"14km SW of Arbuckle, California",earthquake
2015-06-19T00:35:14.020Z,37.512,141.5617,39.63,4.9,mb,,119,0.708,0.99,us,us10002k4j,2015-06-19T08:38:08.871Z,"49km E of Namie, Japan",earthquake
